sample_group,strategy_id,ma_period,threshold,metric,horizon,observed_count,mean,median,win_rate,profit_factor,symbol_count,date_count
supplemental_2023_09_legacy,s0_strong_no_ma,10,ge2,net,1d,289,0.0080418247116589,,0.5259515570934256,1.197717790523123,,20
supplemental_2023_09_legacy,s0_strong_no_ma,10,ge2,net,5d,294,-0.0101262525519146,,0.3707482993197279,0.8815839718653222,,20
supplemental_2023_09_legacy,s0_strong_no_ma,10,ge3,net,60m,144,0.0057364839610028,,0.3333333333333333,1.54041899162449,,20
supplemental_2023_09_legacy,s0_strong_no_ma,10,ge3,net,1d,141,0.0211625639412923,,0.6028368794326241,1.6397605894200642,,20
supplemental_2023_09_legacy,s0_strong_no_ma,10,ge3,net,5d,141,-0.0168018183454484,,0.3900709219858156,0.7723724682438565,,20
supplemental_2023_09_legacy,s0_strong_no_ma,10,ge4,net,60m,89,0.00738247902444,,0.3258426966292135,1.7506596755395103,,15
supplemental_2023_09_legacy,s0_strong_no_ma,10,ge4,net,1d,89,0.0245063280500886,,0.6292134831460674,1.8703051651819944,,15
supplemental_2023_09_legacy,s0_strong_no_ma,10,ge4,net,5d,85,-0.0181084280287076,,0.4,0.7537277274854369,,15
supplemental_2023_09_legacy,s0_strong_no_ma,10,ge5,net,60m,48,0.0017807020273238,,0.2708333333333333,1.1369841276972386,,9
supplemental_2023_09_legacy,s0_strong_no_ma,10,ge5,net,1d,48,0.0172736517011082,,0.625,1.599279445265663,,9
supplemental_2023_09_legacy,s0_strong_no_ma,10,ge5,net,5d,44,-0.0646273356914318,,0.2954545454545454,0.376597016736479,,9
supplemental_2023_09_legacy,s0_strong_no_ma,20,all,net,60m,108580,-0.0027642930285364,,0.2931663289740284,0.4645843298228569,,20
supplemental_2023_09_legacy,s0_strong_no_ma,20,all,net,1d,108503,-0.0027079176481226,,0.387749647475185,0.7087675204866342,,20
supplemental_2023_09_legacy,s0_strong_no_ma,20,all,net,5d,108486,-0.0073087447977117,,0.3390852275869697,0.599574228472639,,20
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge1,net,60m,994,-0.003441656982063,,0.2826961770623742,0.7564341418430961,,20
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge1,net,1d,983,-0.000345810928679,,0.4323499491353001,0.989080970760598,,20
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge1,net,5d,993,-0.0170995575923092,,0.3313192346424974,0.7569568344189208,,20
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge2,net,60m,296,-0.002923611238644,,0.2804054054054054,0.8173684395781298,,20
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge2,net,1d,289,0.0080418247116589,,0.5259515570934256,1.197717790523123,,20
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge2,net,5d,294,-0.0101262525519146,,0.3707482993197279,0.8815839718653222,,20
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge3,net,60m,144,0.0057364839610028,,0.3333333333333333,1.54041899162449,,20
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge3,net,1d,141,0.0211625639412923,,0.6028368794326241,1.6397605894200642,,20
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge3,net,5d,141,-0.0168018183454484,,0.3900709219858156,0.7723724682438565,,20
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge4,net,60m,89,0.00738247902444,,0.3258426966292135,1.7506596755395103,,15
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge4,net,1d,89,0.0245063280500886,,0.6292134831460674,1.8703051651819944,,15
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge4,net,5d,85,-0.0181084280287076,,0.4,0.7537277274854369,,15
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge5,net,60m,48,0.0017807020273238,,0.2708333333333333,1.1369841276972386,,9
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge5,net,1d,48,0.0172736517011082,,0.625,1.599279445265663,,9
supplemental_2023_09_legacy,s0_strong_no_ma,20,ge5,net,5d,44,-0.0646273356914318,,0.2954545454545454,0.376597016736479,,9
supplemental_2023_09_legacy,s0_strong_no_ma,40,all,net,60m,108569,-0.0027638542183795,,0.2931776105518149,0.4645790841725722,,20
supplemental_2023_09_legacy,s0_strong_no_ma,40,all,net,1d,108492,-0.0027079156973539,,0.387752092320171,0.7087043919191578,,20
supplemental_2023_09_legacy,s0_strong_no_ma,40,all,net,5d,108475,-0.0073050923886725,,0.3390827379580548,0.5996921451227585,,20
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge1,net,60m,992,-0.0033704328064356,,0.283266129032258,0.7606331875938352,,20
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge1,net,1d,981,-0.0001606860223575,,0.4332313965341488,0.9949068148530056,,20
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge1,net,5d,991,-0.0168731396119537,,0.3319878910191725,0.759768894606099,,20
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge2,net,60m,296,-0.002923611238644,,0.2804054054054054,0.8173684395781298,,20
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge2,net,1d,289,0.0080418247116589,,0.5259515570934256,1.197717790523123,,20
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge2,net,5d,294,-0.0101262525519146,,0.3707482993197279,0.8815839718653222,,20
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge3,net,60m,144,0.0057364839610028,,0.3333333333333333,1.54041899162449,,20
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge3,net,1d,141,0.0211625639412923,,0.6028368794326241,1.6397605894200642,,20
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge3,net,5d,141,-0.0168018183454484,,0.3900709219858156,0.7723724682438565,,20
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge4,net,60m,89,0.00738247902444,,0.3258426966292135,1.7506596755395103,,15
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge4,net,1d,89,0.0245063280500886,,0.6292134831460674,1.8703051651819944,,15
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge4,net,5d,85,-0.0181084280287076,,0.4,0.7537277274854369,,15
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge5,net,60m,48,0.0017807020273238,,0.2708333333333333,1.1369841276972386,,9
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge5,net,1d,48,0.0172736517011082,,0.625,1.599279445265663,,9
supplemental_2023_09_legacy,s0_strong_no_ma,40,ge5,net,5d,44,-0.0646273356914318,,0.2954545454545454,0.376597016736479,,9
supplemental_2023_09_legacy,s0_strong_no_ma,60,all,net,60m,108544,-0.0027661268282436,,0.2931714327830189,0.4641163503466087,,20
supplemental_2023_09_legacy,s0_strong_no_ma,60,all,net,1d,108467,-0.002709579024996,,0.3877769275447832,0.7083952621388336,,20
supplemental_2023_09_legacy,s0_strong_no_ma,60,all,net,5d,108450,-0.0072911143480941,,0.3391147994467496,0.6001349712382131,,20
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge1,net,60m,985,-0.0036003684233324,,0.2812182741116751,0.7459098523618676,,20
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge1,net,1d,974,-0.0001245734884978,,0.4342915811088296,0.9960382347810028,,20
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge1,net,5d,984,-0.0159677390225885,,0.3343495934959349,0.7709448698923409,,20
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge2,net,60m,291,-0.0032372105013675,,0.274914089347079,0.8009830464663333,,20
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge2,net,1d,284,0.0093221128903124,,0.5352112676056338,1.231601724730122,,20
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge2,net,5d,289,-0.0071002605055266,,0.3771626297577855,0.9152637737835532,,20
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge3,net,60m,143,0.0056103207870953,,0.3286713286713286,1.5248631210023078,,19
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge3,net,1d,140,0.0224247604652984,,0.6071428571428571,1.696331979544003,,19
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge3,net,5d,140,-0.0153704945431907,,0.3928571428571428,0.7888339572729169,,19
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge4,net,60m,89,0.00738247902444,,0.3258426966292135,1.7506596755395103,,15
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge4,net,1d,89,0.0245063280500886,,0.6292134831460674,1.8703051651819944,,15
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge4,net,5d,85,-0.0181084280287076,,0.4,0.7537277274854369,,15
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge5,net,60m,48,0.0017807020273238,,0.2708333333333333,1.1369841276972386,,9
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge5,net,1d,48,0.0172736517011082,,0.625,1.599279445265663,,9
supplemental_2023_09_legacy,s0_strong_no_ma,60,ge5,net,5d,44,-0.0646273356914318,,0.2954545454545454,0.376597016736479,,9
supplemental_2023_09_legacy,s0_strong_no_ma,120,all,net,60m,108499,-0.0027656407784591,,0.2931732089696679,0.4641490886961277,,20
supplemental_2023_09_legacy,s0_strong_no_ma,120,all,net,1d,108422,-0.0027075356810538,,0.3877718544206895,0.7085653788797036,,20
supplemental_2023_09_legacy,s0_strong_no_ma,120,all,net,5d,108405,-0.0072854942452526,,0.3391633227249666,0.6003812414763131,,20
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge1,net,60m,985,-0.0036003684233324,,0.2812182741116751,0.7459098523618676,,20
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge1,net,1d,974,-0.0001245734884978,,0.4342915811088296,0.9960382347810028,,20
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge1,net,5d,984,-0.0159677390225885,,0.3343495934959349,0.7709448698923409,,20
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge2,net,60m,291,-0.0032372105013675,,0.274914089347079,0.8009830464663333,,20
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge2,net,1d,284,0.0093221128903124,,0.5352112676056338,1.231601724730122,,20
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge2,net,5d,289,-0.0071002605055266,,0.3771626297577855,0.9152637737835532,,20
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge3,net,60m,143,0.0056103207870953,,0.3286713286713286,1.5248631210023078,,19
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge3,net,1d,140,0.0224247604652984,,0.6071428571428571,1.696331979544003,,19
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge3,net,5d,140,-0.0153704945431907,,0.3928571428571428,0.7888339572729169,,19
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge4,net,60m,89,0.00738247902444,,0.3258426966292135,1.7506596755395103,,15
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge4,net,1d,89,0.0245063280500886,,0.6292134831460674,1.8703051651819944,,15
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge4,net,5d,85,-0.0181084280287076,,0.4,0.7537277274854369,,15
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge5,net,60m,48,0.0017807020273238,,0.2708333333333333,1.1369841276972386,,9
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge5,net,1d,48,0.0172736517011082,,0.625,1.599279445265663,,9
supplemental_2023_09_legacy,s0_strong_no_ma,120,ge5,net,5d,44,-0.0646273356914318,,0.2954545454545454,0.376597016736479,,9
supplemental_2023_09_legacy,s0_strong_no_ma,240,all,net,60m,108423,-0.0027658012367408,,0.2931112402350055,0.4640469290446786,,20
supplemental_2023_09_legacy,s0_strong_no_ma,240,all,net,1d,108346,-0.0027109764227153,,0.3876285234341831,0.7081616632624039,,20
supplemental_2023_09_legacy,s0_strong_no_ma,240,all,net,5d,108329,-0.0072888149302438,,0.3390412539578506,0.6002314046372943,,20
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge1,net,60m,985,-0.0036003684233324,,0.2812182741116751,0.7459098523618676,,20
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge1,net,1d,974,-0.0001245734884978,,0.4342915811088296,0.9960382347810028,,20
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge1,net,5d,984,-0.0159677390225885,,0.3343495934959349,0.7709448698923409,,20
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge2,net,60m,291,-0.0032372105013675,,0.274914089347079,0.8009830464663333,,20
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge2,net,1d,284,0.0093221128903124,,0.5352112676056338,1.231601724730122,,20
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge2,net,5d,289,-0.0071002605055266,,0.3771626297577855,0.9152637737835532,,20
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge3,net,60m,143,0.0056103207870953,,0.3286713286713286,1.5248631210023078,,19
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge3,net,1d,140,0.0224247604652984,,0.6071428571428571,1.696331979544003,,19
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge3,net,5d,140,-0.0153704945431907,,0.3928571428571428,0.7888339572729169,,19
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge4,net,60m,89,0.00738247902444,,0.3258426966292135,1.7506596755395103,,15
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge4,net,1d,89,0.0245063280500886,,0.6292134831460674,1.8703051651819944,,15
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge4,net,5d,85,-0.0181084280287076,,0.4,0.7537277274854369,,15
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge5,net,60m,48,0.0017807020273238,,0.2708333333333333,1.1369841276972386,,9
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge5,net,1d,48,0.0172736517011082,,0.625,1.599279445265663,,9
supplemental_2023_09_legacy,s0_strong_no_ma,240,ge5,net,5d,44,-0.0646273356914318,,0.2954545454545454,0.376597016736479,,9
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,all,net,60m,61976,-0.0023694081612254,,0.3078933780818381,0.4793124657445083,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,all,net,1d,61934,-0.0027733895019214,,0.3863951948848774,0.6836620601358255,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,all,net,5d,61935,-0.0072387152991253,,0.3369823201743763,0.5844211145910154,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge1,net,60m,204,-0.0083664471506326,,0.3039215686274509,0.5109251324916051,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge1,net,1d,203,-0.016403270112795,,0.3694581280788177,0.5478575775317391,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge1,net,5d,203,-0.0242134884243669,,0.3201970443349753,0.6334070727653418,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge2,net,60m,60,-0.0147345300153968,,0.3166666666666666,0.4456701702488731,,16
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge2,net,1d,59,-0.0300762451785743,,0.3728813559322034,0.4799624285565732,,16
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge2,net,5d,61,-0.051390024661038,,0.2459016393442623,0.4501923353244706,,16
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge3,net,60m,23,-0.0152980217319086,,0.3043478260869565,0.446780941127418,,11
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge3,net,1d,23,-0.0269381698769748,,0.5217391304347826,0.4740586970272977,,11
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge3,net,5d,23,-0.0757347846913193,,0.2608695652173913,0.2210376861661759,,11
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge4,net,60m,16,-0.0299492238717769,,0.3125,0.1858986508386176,,7
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge4,net,1d,16,-0.0465670567996725,,0.4375,0.2478129381122108,,7
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge4,net,5d,16,-0.0619600193268858,,0.3125,0.2961329590629321,,7
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge5,net,60m,13,-0.0238148665208822,,0.3076923076923077,0.2473965579070456,,5
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge5,net,1d,13,-0.0270915507063488,,0.5384615384615384,0.4107175053744102,,5
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,ge5,net,5d,13,-0.055963009901805,,0.3076923076923077,0.3601335165488756,,5
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,all,net,60m,45601,-0.0026946081140316,,0.2925813030415999,0.42219134051827,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,all,net,1d,45579,-0.0033308353379512,,0.3631058162750389,0.6310729756308497,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,all,net,5d,45564,-0.0069515480743759,,0.3308533052409797,0.5975729663466675,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge1,net,60m,64,-0.0074175916385373,,0.375,0.4674543829554102,,13
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge1,net,1d,63,-0.0192631496893595,,0.3015873015873015,0.3320919702885961,,13
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge1,net,5d,65,-0.0216353966239327,,0.2461538461538461,0.5994372466077355,,13
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,all,net,60m,31941,-0.00278208895813,,0.2973607588992204,0.4226824037599383,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,all,net,1d,31929,-0.0035960984692661,,0.3685990792069905,0.6138763525290781,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,all,net,5d,31918,-0.0083086406197581,,0.3214487123253337,0.5400588386296564,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge1,net,60m,36,0.004573361652767,,0.4166666666666667,1.5581762105522297,,11
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge1,net,1d,36,0.0053883515291196,,0.4166666666666667,1.2916850311579535,,11
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge1,net,5d,37,-0.0320252073670681,,0.2702702702702703,0.3832461394852252,,11
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,all,net,60m,26488,-0.0026985000558058,,0.3019858048927816,0.4417315498111278,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,all,net,1d,26468,-0.0035410970036292,,0.3693138884690947,0.6218592098557605,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,all,net,5d,26468,-0.0086368573854211,,0.3155508538612664,0.5279588593130485,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge1,net,60m,30,-0.0032524570721214,,0.4,0.5746439370581852,,8
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge1,net,1d,30,0.0066814840783008,,0.5,1.6106926868238225,,8
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge1,net,5d,30,-0.0167718246491406,,0.3,0.5395411054988795,,8
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,all,net,60m,18550,-0.0025604168882572,,0.3095956873315363,0.4727001453042007,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,all,net,1d,18535,-0.0030510409345964,,0.3886700836255732,0.6712597318597723,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,all,net,5d,18533,-0.0068308355594839,,0.3508876058921923,0.6210841160826654,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge1,net,60m,59,-0.0062723220408737,,0.2711864406779661,0.3204559196138147,,15
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge1,net,1d,59,-0.0168281714714068,,0.2711864406779661,0.1470926256657501,,15
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge1,net,5d,59,-0.0412937045386374,,0.1694915254237288,0.1150581400326013,,15
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,all,net,60m,12478,-0.0027218959918407,,0.3056579580060907,0.4686668377542375,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,all,net,1d,12462,-0.0028957135965377,,0.3907077515647568,0.6974080690160582,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,all,net,5d,12468,-0.0061384362213622,,0.3613249919794674,0.6587636518180202,,20
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge1,net,60m,47,-0.009503546282497,,0.2978723404255319,0.2925886484173602,,16
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge1,net,1d,47,-0.0111777223455157,,0.3191489361702128,0.5016624279915342,,16
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge1,net,5d,47,-0.0390311834153122,,0.2553191489361702,0.2442965819189073,,16
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,s1_near_reversal,10,all,net,60m,85059,-0.0026429753910621,,0.2929495996896272,0.4245002621240822,,20
supplemental_2023_09_legacy,s1_near_reversal,10,all,net,1d,84999,-0.0030250592096484,,0.3784868057271262,0.6527990013812228,,20
supplemental_2023_09_legacy,s1_near_reversal,10,all,net,5d,85001,-0.0075655596849272,,0.3335019588004847,0.5620161651430986,,20
supplemental_2023_09_legacy,s1_near_reversal,10,ge1,net,60m,240,-0.0070304124240771,,0.3333333333333333,0.5096909164526682,,20
supplemental_2023_09_legacy,s1_near_reversal,10,ge1,net,1d,236,-0.014885296789152,,0.3347457627118644,0.540084186435968,,20
supplemental_2023_09_legacy,s1_near_reversal,10,ge1,net,5d,240,-0.0254359649516087,,0.3083333333333333,0.6011166304134684,,20
supplemental_2023_09_legacy,s1_near_reversal,10,ge2,net,60m,61,-0.0161544008897655,,0.2950819672131147,0.3870736934230425,,18
supplemental_2023_09_legacy,s1_near_reversal,10,ge2,net,1d,59,-0.0400687625582607,,0.3050847457627119,0.3538329514841365,,18
supplemental_2023_09_legacy,s1_near_reversal,10,ge2,net,5d,62,-0.0602091849947465,,0.1935483870967742,0.3942074828418878,,18
supplemental_2023_09_legacy,s1_near_reversal,10,ge3,net,60m,19,-0.02184679382268,,0.2631578947368421,0.1919046932993432,,9
